PassengerId,Survived,Pclass,Age,Fam_size,Alone,Farexpers,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Nobile,Title_Ufficiale,Deck_1,Deck_2,Deck_3,Deck_4,Deck_5,Deck_6,Deck_7,Deck_8
1134,1,1,45.0,3,0,44.833333333333336,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1135,0,3,28.295801526717558,1,1,7.8875,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1137,0,1,41.0,2,0,25.93125,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1138,1,2,22.0,1,1,21.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1139,0,2,42.0,3,0,10.833333333333334,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1140,1,2,29.0,2,0,13.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1142,1,2,0.92,4,0,6.9375,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1143,0,3,20.0,1,1,7.925,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1144,0,1,27.0,2,0,68.3896,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1145,0,3,24.0,1,1,9.325,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1146,0,3,32.5,1,1,9.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1147,0,3,28.295801526717558,1,1,7.55,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1148,0,3,33.15625,1,1,7.75,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1149,0,3,28.0,1,1,8.05,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1150,1,2,19.0,1,1,13.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1151,0,3,21.0,1,1,7.775,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1152,0,3,36.5,2,0,8.7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1153,0,3,21.0,1,1,7.8542,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1154,1,2,29.0,3,0,7.666666666666667,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1155,0,3,1.0,3,0,4.0611,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1156,0,2,30.0,1,1,12.7375,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1157,0,3,28.295801526717558,1,1,7.8958,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1158,0,1,42.13636363636363,1,1,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1159,0,3,28.295801526717558,1,1,7.55,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1160,0,3,17.284084507042255,1,1,8.05,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1161,0,3,17.0,1,1,8.6625,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1163,0,3,33.15625,1,1,7.75,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1164,1,1,26.0,2,0,68.3896,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1165,1,3,23.157894736842106,2,0,7.75,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1166,0,3,26.220588235294116,1,1,7.225,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1167,1,2,20.0,2,0,13.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1168,0,2,28.0,1,1,10.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1169,0,2,40.0,2,0,13.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1170,0,2,30.0,2,0,10.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1171,0,2,22.0,1,1,10.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1172,0,3,23.0,1,1,8.6625,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1173,1,3,0.75,3,0,4.591666666666667,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1174,1,3,23.157894736842106,1,1,7.75,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1176,0,3,2.0,3,0,6.7375,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1177,0,3,36.0,1,1,7.25,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1178,0,3,28.295801526717558,1,1,7.25,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1179,0,1,24.0,2,0,41.13335,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1180,0,3,26.220588235294116,1,1,7.2292,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1181,0,3,28.295801526717558,1,1,8.05,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1182,0,1,42.13636363636363,1,1,39.6,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1183,1,3,30.0,1,1,6.95,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1184,0,3,26.220588235294116,1,1,7.2292,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1186,0,3,36.0,1,1,9.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1187,0,3,26.0,1,1,7.8958,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1188,1,2,1.0,4,0,10.3948,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1189,0,3,26.220588235294116,3,0,7.226400000000001,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1190,0,1,30.0,1,1,45.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1191,0,3,29.0,1,1,7.8542,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1192,0,3,32.0,1,1,7.775,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1194,0,2,43.0,2,0,10.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1195,0,3,24.0,1,1,8.6625,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1196,1,3,23.157894736842106,1,1,7.75,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1197,1,1,64.0,3,0,8.85,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1198,0,1,30.0,4,0,37.8875,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1199,1,3,0.83,2,0,4.675,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1200,0,1,55.0,3,0,31.166666666666668,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1201,0,3,45.0,2,0,7.05415,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1202,0,3,18.0,1,1,8.6625,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1203,0,3,22.0,1,1,7.225,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1204,0,3,28.295801526717558,1,1,7.575,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1205,1,3,37.0,1,1,7.75,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1206,1,1,55.0,1,1,135.6333,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1207,1,3,17.0,1,1,7.7333,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1208,0,1,57.0,2,0,73.2604,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1209,0,2,19.0,1,1,10.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1210,0,3,27.0,1,1,7.8542,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1211,0,2,22.0,3,0,10.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1212,0,3,26.0,1,1,7.775,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1213,0,3,25.0,1,1,7.2292,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1214,0,2,26.0,1,1,13.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1215,0,1,33.0,1,1,26.55,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1216,1,1,39.0,1,1,211.3375,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1217,0,3,23.0,1,1,7.05,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1218,1,2,12.0,4,0,9.75,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1219,0,1,46.0,1,1,79.2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1220,0,2,29.0,2,0,13.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1221,0,2,21.0,1,1,13.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1222,1,2,48.0,3,0,12.25,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1223,0,1,39.0,1,1,29.7,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1224,0,3,26.220588235294116,1,1,7.225,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1225,1,3,19.0,3,0,5.247233333333333,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1226,0,3,27.0,1,1,7.8958,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1227,0,1,30.0,1,1,26.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1228,0,2,32.0,1,1,13.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1229,0,3,39.0,3,0,2.409733333333333,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1230,0,2,25.0,1,1,31.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1231,1,3,6.355,1,1,7.2292,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1232,0,2,18.0,1,1,10.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1233,0,3,32.0,1,1,7.5792,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1234,0,3,28.295801526717558,11,0,6.322727272727272,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1235,1,1,58.0,2,0,256.1646,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1236,1,3,6.0325,3,0,4.833333333333333,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1237,0,3,16.0,1,1,7.65,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1238,0,2,26.0,1,1,13.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1239,1,3,38.0,1,1,7.2292,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1240,0,2,24.0,1,1,13.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1241,1,2,31.0,1,1,21.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1242,1,1,45.0,2,0,31.67915,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1243,0,2,25.0,1,1,10.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1244,0,2,18.0,1,1,73.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1245,0,2,49.0,4,0,16.25,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1246,0,3,0.17,4,0,5.14375,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1247,0,1,50.0,1,1,26.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1248,1,1,59.0,3,0,17.15973333333333,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1249,0,3,28.295801526717558,1,1,7.8792,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1250,0,3,33.15625,1,1,7.75,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1251,0,3,30.0,2,0,7.775,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1252,0,3,14.5,11,0,6.322727272727272,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1253,1,2,24.0,3,0,12.334733333333332,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1254,1,2,31.0,1,1,21.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1255,0,3,27.0,1,1,8.6625,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1256,1,1,25.0,2,0,27.72085,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1257,0,3,33.26315789473684,11,0,6.322727272727272,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1258,0,3,26.220588235294116,2,0,7.22915,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1259,0,3,22.0,1,1,39.6875,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1260,1,1,45.0,2,0,29.7,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1261,0,2,29.0,1,1,13.8583,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1262,0,2,21.0,2,0,5.75,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1263,1,1,31.0,1,1,134.5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1264,0,1,49.0,1,1,0.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1265,0,2,44.0,1,1,13.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1266,1,1,54.0,3,0,27.2861,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1267,1,1,45.0,1,1,262.375,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1268,0,3,22.0,3,0,2.8874999999999997,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1269,0,2,21.0,1,1,11.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1270,0,1,55.0,1,1,50.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1271,0,3,5.0,7,0,4.483928571428572,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1272,0,3,33.15625,1,1,7.75,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1273,0,3,26.0,1,1,7.8792,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1274,1,3,33.26315789473684,1,1,14.5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1275,0,3,19.0,2,0,8.05,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1276,0,2,32.131147540983605,1,1,12.875,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1277,1,2,24.0,4,0,16.25,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1278,0,3,24.0,1,1,7.775,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1279,0,2,57.0,1,1,13.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1280,0,3,21.0,1,1,7.75,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1281,0,3,6.0,5,0,4.215,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1282,0,1,23.0,1,1,93.5,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1283,1,1,51.0,2,0,19.7,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1284,1,3,13.0,3,0,6.75,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1285,0,2,47.0,1,1,10.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1286,0,3,29.0,5,0,4.404999999999999,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1287,1,1,18.0,2,0,30.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1288,0,3,24.0,1,1,7.25,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1289,1,1,48.0,3,0,26.400000000000002,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1290,0,3,22.0,1,1,7.775,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1291,0,3,31.0,1,1,7.7333,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1292,1,1,30.0,1,1,164.8667,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1293,0,2,38.0,2,0,10.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1294,1,1,22.0,2,0,29.7,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1295,0,1,17.0,1,1,47.1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1296,1,1,43.0,2,0,13.8604,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1298,0,2,23.0,2,0,5.25,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1299,0,1,50.0,3,0,70.5,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1300,1,3,23.157894736842106,1,1,7.7208,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1301,0,3,3.0,3,0,4.591666666666667,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1302,1,3,23.157894736842106,1,1,7.75,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1303,1,1,37.0,2,0,45.0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1304,0,3,28.0,1,1,7.775,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1305,0,3,28.295801526717558,1,1,8.05,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1306,1,1,39.0,1,1,108.9,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1307,0,3,38.5,1,1,7.25,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1308,0,3,28.295801526717558,1,1,8.05,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1309,1,3,6.355,3,0,7.452766666666666,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
